group_review,id_revue,issn_p,issn_e
G6,20752,2030-2568,
G6,20762,0399-9742,
G6,20762,0399-9742,
G6,20783,2607-9984,2781-1263
G6,20827,1269-3286,1279-8509
G6,20831,0984-9912,
G6,20841,1275-6229,2425-6404
G6,20846,0373-062X,3036-9525
G6,20846,1245-687X,3036-9444
G6,20847,0750-7224,3036-9436
G6,20847,1245-6861,3036-9029
G6,20848,0750-7232,3036-969X
G6,20885,1955-8228,2263-3545
G6,20977,2795-708X,2795-7098
G6,21006,1663-9383,1663-9391
G6,21131,,3038-5733
G6,21131,,3038-5733
G6,21169,,2590-2415
G6,21170,1762-4215,1778-4093
G6,21170,1283-0828,
G6,21172,,3038-5342
G6,21180,0020-2452,1878-5581
G6,21183,0037-8941,3040-0619
G6,21189,,2590-2504
G6,21197,1148-0904,
G6,21197,1148-0904,
G6,21217,,2823-2550
G6,21241,0766-799X,2823-1767
G6,21325,1279-7707,1760-4788
G6,21340,1635-0871,3039-1024
G6,21494,,3039-4570
G6,21549,1779-7179,1958-5829
G6,21549,1250-6559,2576-6023
G6,21553,,1432-1068
G6,21555,1776-9671,2268-5278
G6,21563,1769-6704,2772-7769
G6,21564,1760-2734,1875-0834
G6,21566,1639-4488,1751-908X
G6,21566,0150-5505,
G6,21578,1762-570X,1778-6916
G6,21580,,1769-6852
G6,21582,,1762-567X
G6,21585,,1769-6860
G6,21587,1772-9890,1772-9904
G6,21587,,2263-8733
G6,21588,0769-2617,1879-2820
G6,21588,0923-2516,1879-1417
G6,21590,0769-2625,1878-2086
G6,21590,0923-2494,1879-1425
G6,21591,1286-4579,1769-714X
G6,21593,,
G6,21597,0249-633X,2275-3230
G6,21657,2802-3293,3039-3922
G6,21657,0989-4322,
G6,21760,,2726-484X
G6,21809,0003-5017,1879-1816
G6,21812,,2211-5684
G6,21908,1967-5615,2552-4658
G6,21909,1877-7856,2214-9457
G6,21917,2772-7440,2772-7432
G6,21934,1957-7729,1957-7737
G6,21936,1950-2184,2100-0697
G6,21944,,3073-3707
G6,21951,1778-3712,1778-3720
G6,21954,2468-9130,2468-9114
G6,21956,1769-7344,2213-6770
G6,21957,1778-4298,1778-4301
G6,21980,0366-4600,2507-6442
G6,21982,2824-8074,2824-1843
G6,21983,0150-536X,2056-7162
G6,21983,0335-7368,2049-9817
G6,21983,0029-4780,
G6,21984,1258-5769,
G6,22014,0031-0247,2274-0333
G6,22015,,2274-0422
G6,22019,2425-617X,2782-1285
G6,22022,,2647-4832
G6,22031,0003-4401,1768-3378
G6,22032,1965-0817,1965-0825
G6,22097,1290-0958,1879-1921
G6,22098,0003-3049,
G6,22107,1268-7731,1460-9584
G6,22108,1772-9416,1951-655X
G6,22109,0998-3953,1961-9138
G6,22142,2265-1071,1775-4240
G6,22148,0767-8193,2726-8101
G6,22150,,2726-0844
G6,22160,1768-6733,2116-7176
G6,22162,1772-1792,1776-3215
G6,22168,,2496-1868
G6,22173,,2261-7434
G6,22174,,2966-6864
G6,22202,0300-4937,3075-1829
G6,22204,0994-3919,2726-8195
G6,22205,1146-609X,1873-6238
G6,22209,0298-6248,1625-9718
G6,22211,0299-2213,2352-3832
G6,22252,1279-8479,1878-5743
G6,22252,0923-2524,1872-9290
G6,22253,2552-9137,3073-5734
G6,22258,0183-2980,2214-9473
G6,22299,1149-6576,1950-6937
G6,22340,,2823-989X
G6,22545,1240-4535,
G6,22940,1762-4185,1778-4077
G6,22941,0014-827X,1879-0569
G6,22950,1634-0760,
G6,22956,0300-9084,1638-6183
G6,23090,1775-2515,2547-4588
G6,23180,0304-5722,
G6,23184,0366-3388,2391-1298
G6,23186,,1760-8716
G6,23189,,2352-8028
G6,23192,2270-1419,3075-9390
G6,23238,0246-0289,1638-6205
G6,23239,0246-0319,
G6,23273,,3073-3154
G6,23369,1762-4193,1778-6940
G6,23376,1762-4207,1778-4085
G6,23381,,2211-9698
G6,23382,1286-0107,2608-3477
G6,23384,0032-7875,2513-7972
G6,23386,2275-9131,2276-397X
G6,23387,2213-4670,2213-4689
G6,23389,0003-3944,1768-3157
G6,23391,1166-8598,1638-623X
G6,23398,1155-1941,3051-1909
G6,23402,0246-0521,3051-1917
G6,23412,1879-8551,2214-8531
G6,23413,2405-5891,2405-5905
G6,23414,1155-1968,3051-1925
G6,23420,0246-0351,
G6,23422,,3076-8721
G6,23424,2468-8509,2468-7855
G6,23424,2213-6533,2213-6541
G6,23424,0035-1768,1776-257X
G6,23448,1155-1976,1638-6221
G6,23449,0246-0343,1762-584X
G6,23450,0246-0424,3051-1941
G6,23451,1283-0798,
G6,23453,1283-0887,3051-195X
G6,23454,0246-0459,3051-1968
G6,23457,0246-1072,
G6,23458,1155-195X,
G6,23461,1879-8535,2214-8574
G6,23466,1879-8497,2214-8558
G6,23469,1155-1984,1638-6213
G6,23470,0246-0467,3051-1976
G6,23471,1286-9325,3051-1984
G6,23472,1634-6939,3051-1992
G6,23473,1241-8226,3051-200X
G6,23474,1762-0945,1638-6248
G6,23476,1282-9129,
G6,23477,1283-0771,2772-7742
G6,23478,1624-5857,2211-0666
G6,23479,0246-1064,3051-2018
G6,23480,,2211-0402
G6,23483,2667-1662,2211-033X
G6,23484,1637-5017,3051-2026
G6,23485,,2726-6818
G6,23488,1879-8543,2214-8582
G6,23489,1283-078X,2772-7750
G6,23490,1283-0801,
G6,23491,1283-081X,
G6,23494,1286-9341,2772-7815
G6,23495,1286-935X,
G6,23497,1288-3336,2214-885X
G6,23499,1291-5211,
G6,23500,1292-3036,
G6,23501,1634-7072,2772-7785
G6,23503,1634-7080,2214-9023
G6,23504,0246-0335,3051-2034
G6,23505,1634-7358,2772-7807
G6,23507,2275-9190,2276-4054
G6,23508,1776-0313,2772-7777
G6,23509,1879-8527,2214-8566
G6,23515,2275-9247,2276-4062
G6,23517,2275-9255,2276-4089
G6,23581,3001-9648,3076-8454
G6,23597,0024-7804,
G6,23600,1259-5977,
G6,23637,,3076-1468
G6,23640,2100-9511,2102-6041
G6,23641,2426-3958,2491-0929
G6,23642,,2726-8284
G6,23650,1767-3445,2826-3855
G6,23697,2606-2186,2606-4197
G6,23698,2967-6789,
G6,23699,,2556-2746
G6,23700,,2428-5544
G6,23702,,2490-9459
G6,23704,1261-9078,
G6,23705,,1954-3522
G6,23706,2215-1370,2215-1389
G6,23771,0337-6400,
G6,23774,2741-5279,3077-1196
G6,23779,1142-7833,
G6,23780,0293-4906,3076-0062
G6,23781,,2803-9076
G6,23784,,3076-6214
G6,23792,2801-0108,3076-9949
G6,23793,3075-5867,3077-0009
G6,23794,3074-5373,3076-3630
G6,23832,0928-4257,1769-7115
G6,23839,,3076-1328
G6,23934,0180-8567,2400-9016
G6,23940,,3038-0464
G6,23978,,3038-3617
G6,23982,1157-9668,
G6,23988,,3038-4400
G6,24016,,3076-3010
G6,24031,2826-6242,
G6,24048,,3076-1158
G6,24165,2504-2238,2297-1874
G6,24167,,2265-6294
G6,24168,,2742-7579
G6,24188,,2824-7116
G6,24231,,3077-2354
G6,24288,,3074-9840
G6,24292,2119-9825,
G6,24301,2650-1988,2650-3506
G6,24481,2274-5807,2426-0266
G6,24522,,3095-9705
G6,24613,,3095-8830
G6,24677,2779-5020,
G6,24699,,2534-773X
G6,24767,1762-4223,1778-4069
G6,24768,1762-5718,1777-5736
G6,24858,,3095-3200
G6,24886,,2780-0288
G6,25259,1631-0462,2102-5398
G6,25274,,2431-3653
G6,25305,0766-4451,2803-0184
G6,25305,0151-2560,2419-7009
G6,25317,1158-2871,3075-9471
G6,25317,0373-2851,3075-9757
G6,25349,0991-8388,3076-7865
G6,25374,0762-1051,3095-987X
G6,25375,2679-375X,2969-8812
G6,25398,0249-5902,3095-9063
G6,25398,1241-9257,3095-9411
G6,25412,2494-6567,3098-8284
G6,25416,2429-2672,2555-5928
G6,25425,0337-6222,3098-8322
